id,Peptides,Unique peptides,Sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein ID,Log2 enrichment,Log10,T-test Significant,Test statistic,Sample_1_Control,Sample_2_Control,Sample_3_Control,Patient_1,Patient_2,Patient_3
1640,15,15,68.9,32.66,0,117.52,853910000,70,142,1.47099,1.11552,,2.65532,24.5121,24.6401,26.7186,25.2529,26.1697,26.1697
54,5,5,31.1,19.155,0,25.391,678600000,32,287,1.46582,1.11674,,2.65862,24.6166,23.9954,26.3219,25.0237,25.9698,25.9698
990,28,28,73.2,38.604,0,323.31,4565500000,250,504,1.46364,1.06687,,2.52592,27.2961,26.4535,28.5421,27.6075,28.8656,28.8656
665,6,6,43.2,17.668,0,25.397,165900000,16,741,1.45702,1.04921,,2.47978,21.5921,22.6277,24.2528,23.202,23.2459,23.2459
541,3,3,38.7,11.972,0,44.814,82147000,16,572,1.45585,1.17833,,2.82753,20.9276,21.9344,22.8895,22.4125,23.3586,23.3586
576,4,4,14.5,36.161,0,15.587,164870000,18,748,1.4557,1.04205,,2.46119,21.3536,22.5223,23.7953,22.7839,23.6017,23.6017
2002,6,6,13.1,66.115,0,13.471,130190000,30,590,1.45564,1.05287,,2.48932,21.4565,22.9569,23.8461,23.4051,23.7358,23.7358
1013,15,15,70,23.356,0,323.31,4616100000,154,688,1.45402,1.18799,,2.85459,27.2982,26.7007,28.8978,27.7521,28.7106,28.7106
753,7,7,29.6,36.923,0,96.622,85762000,24,709,1.45109,1.2035,,2.89828,20.8735,22.1892,23.0305,22.8293,23.0876,23.0876
1397,2,2,20.9,23.897,0,7.2978,51840000,8,395,1.4495,2.00125,+,5.84693,21.08,20.5557,22.4192,22.0346,22.3483,22.3483
920,12,12,16.6,119.52,0,44.237,167030000,30,830,1.44748,1.0025,,2.35971,22.6489,21.4012,23.8632,22.8605,23.6939,23.6939
1472,14,14,83.1,16.832,0,154.07,2035800000,105,202,1.44556,1.23611,,2.99149,26.218,25.7033,27.8719,26.7358,27.611,27.611
839,2,2,7,34.063,0,5.5752,61826000,14,234,1.434,1.27313,,3.09947,21.4775,20.5099,22.8305,22.0545,22.398,22.398
933,19,18,66.9,36.688,0,229.35,3851000000,160,756,1.42211,1.3098,+,3.20881,27.1465,26.4406,28.5754,27.6726,28.399,28.399
877,5,5,18.3,38.169,0,35.061,75012000,14,109,1.42054,1.03688,,2.44779,21.5869,20.5641,23.1259,21.9641,22.3982,22.3982
554,24,3,61.8,57.73,0,131.12,593760000,49,776,1.41739,2.08156,+,6.24362,23.9718,24.0055,25.5748,25.0549,25.5883,25.5883
1339,10,9,54.2,26.788,0,29.281,347660000,37,6,1.41512,0.779014,,1.81991,23.4681,23.0528,25.7459,23.7091,24.5717,24.5717
1202,18,18,43.9,64.615,0,81.543,552730000,76,881,1.4147,0.926543,,2.17025,24.5103,23.7433,26.3216,24.7497,25.5532,25.5532
1060,17,17,65.4,42.644,0,316.59,2297200000,147,775,1.41423,0.838763,,1.95926,25.9493,25.991,28.4376,26.533,27.1826,27.1826
1171,18,18,51.8,52.771,0,171.92,611530000,91,995,1.40595,1.04573,,2.47073,24.6886,23.6585,26.164,25.0395,25.535,25.535
922,4,4,22.9,32.339,0,11.001,121490000,17,24,1.39893,0.940712,,2.20507,21.4554,21.8239,23.8962,22.237,22.9826,22.9826
1597,6,6,32,34.997,0,46.868,128670000,18,812,1.39756,1.02666,,2.42145,21.4691,22.3059,23.9554,22.6541,23.2458,23.2458
446,2,2,25.3,10.264,0,6.8199,43351000,9,322,1.3969,1.14632,,2.73902,20.8296,20.1183,22.5458,21.5251,21.5417,21.5417
1004,5,5,15,40.188,0,18.053,102970000,29,529,1.39514,0.588774,,1.39348,20.0486,22.6664,23.0879,22.5023,22.6677,22.6677
1052,6,6,33,28.768,0,131.91,452290000,60,409,1.39314,0.993871,,2.33784,24.1769,23.4795,25.8123,24.4202,25.4316,25.4316
1235,4,4,10.2,48.755,0,7.5036,76638000,16,46,1.38772,1.87247,+,5.25639,21.3881,21.6206,23.2551,22.5961,22.825,22.825
1109,16,16,78,28.804,0,132.07,3009400000,130,70,1.38594,0.983659,,2.31207,27.0842,26.1572,28.6725,27.3584,27.9889,27.9889
1415,6,6,89,14.478,0,24.459,244840000,37,234,1.38209,0.98079,,2.30485,23.1655,22.6924,25.1047,23.5694,24.259,24.259
989,24,24,56.3,57.116,0,190.58,2017800000,184,47,1.38127,1.61388,+,4.21968,25.6987,25.9847,27.651,26.8218,27.1962,27.1962
1877,5,5,10.3,91.706,0,35.788,74358000,23,130,1.38003,1.1516,,2.75351,21.3842,20.8737,23.0136,21.8139,22.6993,22.6993
1758,13,13,13.8,136.37,0,60.982,191400000,33,974,1.3774,0.96027,,2.25353,22.4572,22.4418,24.5893,22.9594,23.9321,23.9321
951,6,6,10.9,84.87,0,19.808,57174000,17,663,1.3772,0.583825,,1.38264,22.1649,19.5601,22.448,21.8967,22.3744,22.3744
1345,6,6,47.5,23.207,0,82.059,721050000,51,371,1.37579,0.977239,,2.29593,24.6338,24.294,26.5661,25.0056,25.9472,25.9472
1105,10,6,64.4,20.511,0,34.932,297210000,43,732,1.37016,1.26663,,3.08033,23.2221,22.1428,23.8186,24.3241,24.0152,24.0152
796,2,2,15.4,17.417,0,4.2214,100530000,8,3,1.37011,0.86235,,2.01518,22.1386,21.9448,24.1313,22.393,23.7111,23.7111
1188,11,11,76.5,21.057,0,239.14,1852500000,129,634,1.36494,0.988773,,2.32496,26.1477,25.508,27.8596,26.4298,27.289,27.289
1179,7,7,35.6,28.993,0,35.104,321270000,54,903,1.36397,0.810804,,1.89366,23.654,22.7382,25.1708,23.5881,24.9214,24.9214
1184,8,8,43.7,25.838,0,59.682,724290000,45,330,1.35417,0.943832,,2.21277,24.184,24.3962,26.4412,24.8139,25.6779,25.6779
1175,29,29,68.7,67.877,0,323.31,3554600000,192,670,1.35359,0.910147,,2.13022,27.2634,26.2112,28.721,27.3857,28.166,28.166
1038,42,42,75.9,61.054,0,323.31,12924000000,429,424,1.34351,1.33451,+,3.2839,28.847,28.1263,30.2287,29.4022,29.8595,29.8595
815,5,5,17.4,59.271,0,11.528,62562000,14,467,1.34279,0.591896,,1.40032,21.7455,20.6813,23.3296,21.2086,23.1304,23.1304
1524,11,11,32.8,51.901,0,94.783,349470000,55,854,1.34174,1.24613,,3.02048,23.7148,23.0153,25.1738,24.2101,24.7365,24.7365
701,6,6,19.2,46.937,0,34.494,170740000,31,589,1.33297,1.19914,,2.88595,22.9859,22.1845,24.4273,23.4933,23.834,23.834
854,5,5,18.2,45.803,0,74.604,87779000,29,915,1.3308,1.41718,+,3.54354,21.4474,21.4871,23.1726,22.2257,22.9958,22.9958
1130,12,12,61,32.642,0,130.32,1757400000,117,827,1.32336,1.06052,,2.50928,25.6399,25.6637,27.7633,26.3949,26.7674,26.7674
2068,3,3,11.3,12.249,0,8.4722,46461000,17,150,1.31446,0.503625,,1.20797,22.0449,19.4361,22.5997,22.238,21.3273,21.3273
2140,14,14,47.3,40.422,0,131.28,536640000,67,681,1.31073,1.3733,+,3.40407,24.2273,23.8721,25.8176,24.8515,25.4122,25.4122
1065,4,4,20.1,19.576,0,7.7629,143180000,16,447,1.30689,1.10755,,2.63388,22.4399,21.5907,23.8219,22.7975,23.3472,23.3472
2129,16,16,11.1,269.76,0,124.76,128100000,24,168,1.30237,0.71307,,1.6695,21.9037,21.9297,24.3802,22.3487,22.9283,22.9283
1426,19,17,66.7,29.174,0,243.22,3138600000,172,558,1.30182,0.976425,,2.29389,26.5716,26.4791,28.5074,27.0069,27.9672,27.9672
2001,3,3,33.8,15.521,0,32.479,44138000,13,144,1.30153,0.862265,,2.01498,21.4295,20.3187,22.9138,21.6226,21.9903,21.9903
41,15,2,43.6,26.42,0,43.683,997380000,93,34,1.29943,1.18095,,2.83486,25.1327,24.9419,26.8347,25.6598,26.5157,26.5157
164,17,15,44.3,73.502,0,241.1,595840000,86,206,1.2986,1.01573,,2.39343,24.4992,23.9404,26.0897,24.7777,25.6878,25.6878
82,10,10,48.2,30.348,0,74.258,546370000,67,479,1.29193,1.42871,+,3.58084,24.2243,23.6991,25.6552,24.8421,25.2636,25.2636
81,4,4,35.1,28.17,0,16.129,89291000,18,968,1.29105,0.931457,,2.1823,21.647,21.5343,23.6103,22.0392,22.9956,22.9956
91,7,7,45.7,29.096,0,21.559,119630000,24,475,1.28949,0.954774,,2.23987,21.9956,22.028,24.1713,22.697,23.0357,23.0357
1237,13,13,71.4,22.391,0,323.31,1220500000,99,465,1.28816,0.988869,,2.3252,25.2077,25.3128,27.073,25.7002,26.8721,26.8721
225,4,4,51.8,9.7931,0,13.805,467320000,37,317,1.27923,0.758496,,1.77275,24.0765,23.6763,26.0198,24.1429,25.3042,25.3042
1000,15,15,29.9,75.872,0,71.157,348950000,62,204,1.2791,0.711341,,1.6656,23.8403,22.9027,25.3712,23.6177,24.9629,24.9629
1799,8,8,13.4,96.022,0,181.37,127770000,24,846,1.27881,1.13986,,2.72134,21.7258,22.3064,23.8219,22.7075,23.3553,23.3553
1129,37,37,52.1,113.8,0,323.31,2653500000,232,725,1.2784,1.2212,,2.94866,26.4638,26.1184,28.0666,26.9699,27.672,27.672
1465,14,12,49.4,27.745,0,323.31,2065100000,78,540,1.27046,1.47554,+,3.73518,26.2474,26.0235,27.8355,26.9517,27.4306,27.4306
1523,11,11,69.6,15.164,0,107.18,1129500000,107,683,1.26953,1.13812,,2.71659,25.5445,24.6885,26.6934,25.8594,26.6053,26.6053
572,4,4,49.5,11.983,0,10.186,168010000,19,131,1.26931,0.623338,,1.46945,22.829,21.8176,24.49,22.4487,23.839,23.839
1914,15,5,41.3,49.857,0,28.816,78476000,20,924,1.26614,1.00781,,2.37322,21.332,21.558,23.3955,21.9838,22.7542,22.7542
672,6,6,50.7,16.323,0,43.305,113200000,27,117,1.2568,0.820805,,1.91704,22.4935,21.4903,24.0111,22.5741,23.1609,23.1609
765,7,7,40.4,29.422,0,12.529,94622000,19,486,1.2544,0.637918,,1.50165,22.7632,21.0556,23.8017,22.3737,23.3159,23.3159
2086,6,3,15.5,59.219,0,60.29,126280000,23,761,1.25426,0.986664,,2.31964,21.9416,21.8896,23.8838,22.4343,23.1915,23.1915
485,11,5,21.2,69.371,0,42.839,106900000,19,524,1.25036,0.607328,,1.4342,21.2183,22.6373,24.1663,22.3202,23.048,23.048
1140,17,17,37.3,47.716,0,60.327,1171400000,103,275,1.24507,0.953961,,2.23785,25.4217,24.8747,26.9778,25.6255,26.5766,26.5766
1514,7,7,32.3,34.833,0,88.53,207050000,43,150,1.23947,0.400674,,0.984432,20.543,23.8807,23.2621,23.7499,23.342,23.342
1049,4,4,17.6,39.724,0,39.381,95581000,13,300,1.23897,0.909191,,2.1279,22.2034,20.9959,23.353,22.3639,22.799,22.799
254,9,9,22.3,61.626,0,70.918,138930000,39,17,1.23732,1.77919,+,4.86091,22.0009,22.3508,23.6751,23.0963,23.4682,23.4682
1898,4,4,27.5,33.31,0,5.708,59801000,7,246,1.23671,1.10071,,2.61558,21.8392,21.5761,23.5883,22.3502,22.8946,22.8946
856,5,5,16.6,47.602,0,15.183,45366000,12,994,1.22705,1.84182,+,5.12357,20.9383,20.9491,22.4927,21.8502,22.1693,22.1693
35,41,41,32.8,192.06,0,323.31,1110900000,175,40,1.22687,2.04327,+,6.05162,25.3752,24.9375,26.5697,26.2921,26.2879,26.2879
1250,15,15,59.2,35.503,0,223.39,5806500000,154,932,1.22657,0.854369,,1.9962,27.9059,27.1581,29.3583,27.939,28.9783,28.9783
1206,21,21,42.7,62.639,0,266.32,1538600000,111,180,1.22494,1.04171,,2.46032,25.915,25.4021,27.4102,26.205,27.0353,27.0353
1611,7,7,18.6,74.403,0,9.6675,76190000,18,161,1.22475,0.9705,,2.27905,21.638,21.4465,23.3012,21.9552,23.0445,23.0445
1459,4,4,41.7,11.951,0,47.24,276740000,22,132,1.22427,0.835931,,1.95259,23.1863,22.9783,25.1684,23.5018,24.2496,24.2496
940,8,8,42.7,24.579,0,25.518,282960000,39,806,1.22127,1.03595,,2.4454,23.5657,23.168,25.2047,23.9273,24.6323,24.6323
1342,12,12,40.9,51.872,0,71.926,291970000,29,839,1.22122,0.792038,,1.85002,22.9916,22.9261,24.7131,23.1585,24.6687,24.6687
1483,21,3,58.9,48.328,0,7.1905,48002000,18,540,1.21492,3.61195,+,20.762,20.6516,20.7706,21.9785,21.9234,21.8762,21.8762
115,5,5,23.4,41.924,0,103.39,96626000,10,490,1.2131,1.21197,,2.92232,21.4123,22.0456,23.4381,22.5348,22.8533,22.8533
802,9,9,32,49.512,0,84.621,143910000,16,139,1.20877,1.07299,,2.54203,22.0429,22.2272,23.9682,22.7058,23.3574,23.3574
181,18,18,48.9,55.938,0,216.26,1287900000,139,766,1.20772,1.35732,+,3.35419,25.4597,25.3046,27.043,26.0925,26.6341,26.6341
1522,9,9,42.1,33.488,0,136.38,2034800000,67,414,1.20618,0.995698,,2.34246,26.4113,25.718,27.8099,26.6283,27.3743,27.3743
1012,10,6,38.4,42.707,0,29.076,73390000,13,212,1.20593,0.98218,,2.30835,21.5428,21.6172,23.4936,22.0941,22.7701,22.7701
1588,7,7,30,47.687,0,95.356,89091000,25,178,1.20112,0.851883,,1.9903,20.7276,22.3267,22.7916,22.5813,22.8118,22.8118
469,5,5,54.8,10.08,0,21.754,488520000,37,35,1.20031,0.94158,,2.20722,24.4922,23.8983,26.0896,24.7607,25.3363,25.3363
283,5,5,26.6,22.254,0,10.791,108130000,22,977,1.20019,0.97337,,2.28624,21.8636,21.837,23.8026,22.4069,22.9419,22.9419
1401,10,5,58.6,20.697,0,165.61,1125100000,86,355,1.18605,1.07295,,2.54191,25.5192,24.4573,26.5543,26.0247,25.9438,25.9438
1667,11,11,32.3,54.529,0,230.11,290430000,40,41,1.17979,1.05606,,2.49763,23.3704,23.0968,24.994,23.7624,24.4838,24.4838
1480,4,4,51.9,17.861,0,14.041,247560000,21,1001,1.17802,0.948275,,2.22376,22.848,22.9402,24.7815,23.3631,24.0718,24.0718
1189,20,16,47.3,56.782,0,114.96,2010600000,121,464,1.17536,1.0324,,2.43623,25.7191,26.254,27.6146,26.4954,27.3757,27.3757
1542,9,9,20.6,76.758,0,60.886,86172000,29,509,1.16903,0.983139,,2.31076,21.8229,21.6136,23.4767,22.1576,23.0275,23.0275
1471,6,6,66.7,8.85,0,45.863,949930000,50,854,1.16857,1.08405,,2.57123,25.1707,24.9521,26.5902,25.5375,26.5622,26.5622
146,51,51,32,273.2,0,323.31,1652000000,262,1002,1.16812,1.43567,+,3.60349,26.0038,25.3192,27.0888,26.5531,26.847,26.847
688,6,6,50,16.219,0,20.916,470910000,57,591,1.16538,0.904741,,2.11709,24.2017,23.8569,25.912,24.4757,25.1964,25.1964
777,6,6,26.6,37.419,0,70.275,127750000,26,73,1.16399,0.827293,,1.93226,22.1257,22.1425,23.9586,22.3969,23.5386,23.5386
60,15,15,22.6,104.78,0,102.57,265510000,44,242,1.16355,2.0438,+,6.05426,23.0961,22.7998,24.2882,23.8778,24.1684,24.1684
1906,14,14,31,65.582,0,70.864,704190000,115,653,1.16342,0.614746,,1.45052,23.1207,25.0022,24.6243,25.5746,25.4756,25.4756
1781,3,3,12,36.177,0.0005963,3.6028,76885000,11,287,1.16003,1.36962,+,3.39254,21.1529,21.9629,22.855,22.4696,22.8292,22.8292
1870,11,11,40.6,52.878,0,24.976,135890000,27,798,1.15998,0.70197,,1.64449,22.6634,21.3245,23.489,22.3837,23.5891,23.5891
899,8,8,31,37.432,0,41.732,190550000,39,607,1.15853,1.05472,,2.49414,23.2443,22.417,24.4282,23.5,24.0395,24.0395
1187,4,4,29.6,22.222,0,20.667,43663000,13,527,1.15276,0.469458,,1.13386,21.2943,20.0641,23.1068,20.6815,21.7077,21.7077
522,13,9,69.8,16.811,0,160.89,2435000000,96,212,1.15139,0.971924,,2.28261,26.4235,26.1764,28.0228,26.7209,27.6103,27.6103
1144,4,4,31.6,18.042,0,29.015,76830000,18,917,1.14528,0.757063,,1.76947,21.6912,20.9813,23.0692,21.5802,22.7952,22.7952
1157,13,13,22.8,83.434,0,53.975,175660000,35,425,1.14446,0.866389,,2.02481,22.9,22.2863,24.2686,22.9531,23.9911,23.9911
1324,27,13,71.9,50.663,0,318.9,1416400000,165,121,1.14319,1.21111,,2.91987,25.5431,25.5699,27.2096,26.1606,26.7288,26.7288
1071,19,19,43.7,70.81,0,89.533,419080000,86,134,1.12889,0.749325,,1.75179,24.079,23.7685,25.9486,24.2563,24.953,24.953
2103,5,5,25.1,30.658,0,21.479,108040000,24,968,1.12307,1.87738,+,5.27792,22.037,21.9499,23.362,22.8083,23.1793,23.1793
1225,15,15,27.3,99.045,0,47.109,264870000,47,732,1.11732,0.544139,,1.29602,21.7206,23.9937,24.2197,23.8209,23.8827,23.8827
1161,14,12,46.9,27.764,0,178.82,829710000,67,522,1.11654,1.74189,+,4.70982,24.7785,24.9076,26.2066,25.6097,26.0624,26.0624
1008,14,14,34.1,53.651,0,184.21,243620000,36,54,1.11575,0.715253,,1.67443,22.8192,23.2663,25.0861,24.0172,23.3723,23.3723
1492,4,4,17,27.566,0,8.5009,117030000,17,524,1.1157,0.683891,,1.60393,22.2295,21.6608,24.0137,22.254,22.9148,22.9148
1976,12,12,52.2,26.21,0,137.54,533880000,78,799,1.11461,0.79645,,1.86025,24.4575,24.1131,26.1479,24.5822,25.4696,25.4696
880,2,2,9.1,30.241,0,4.3134,31226000,8,49,1.11331,0.446858,,1.08483,21.8317,19.5559,22.272,20.9123,22.2372,22.2372
1079,36,34,49.3,92.468,0,323.31,4043300000,263,609,1.11041,1.29381,,3.16085,27.0758,26.8919,28.4792,27.5815,28.2221,28.2221
1439,5,5,77.3,5.0526,0,24.876,2799800000,66,997,1.11027,1.04017,,2.45632,26.9482,26.2809,28.0565,27.1419,27.976,27.976
1793,7,7,12.8,85.95,0,221.35,144680000,30,239,1.10727,1.03823,,2.45131,21.4178,22.5717,23.2626,22.8989,23.1447,23.1447
1165,18,18,69.1,48.141,0,121.52,2567400000,144,714,1.10532,1.01352,,2.38778,26.5311,26.2733,27.9331,26.8118,27.7777,27.7777
442,2,2,32.8,14.846,0,5.9811,78242000,10,732,1.10186,1.00296,,2.36087,21.009,21.7284,23.0306,22.0247,22.3565,22.3565
1884,10,10,73,19.891,0,241.25,1186200000,96,973,1.09985,0.953853,,2.23758,25.4902,25.0408,26.9823,25.7423,26.3716,26.3716
1893,9,9,68.6,26.923,0,223.78,287110000,37,889,1.09616,1.22754,,2.96681,23.4085,23.1168,24.8458,23.8995,24.3312,24.3312
1834,8,8,13.8,101.31,0,38.408,56872000,23,271,1.09379,0.775881,,1.81269,21.1341,20.8331,22.6321,21.1661,22.4342,22.4342
1062,18,9,27.3,102.71,0,66.607,105610000,22,775,1.07821,0.954527,,2.23925,21.5131,22.2231,23.4166,22.357,23.0654,23.0654
1141,7,7,12.9,90.069,0,18.938,101960000,20,921,1.07819,0.99927,,2.35151,22.0227,21.6183,23.4909,22.3297,22.8754,22.8754
2044,6,6,23.6,35.979,0,10.943,104230000,17,863,1.07413,0.612774,,1.44618,21.3098,22.5171,23.4475,22.0721,23.4432,23.4432
882,4,4,50.6,10.058,0,12.755,183270000,23,1010,1.07389,0.591554,,1.39958,21.8318,23.6218,24.3786,23.6024,23.421,23.421
644,18,18,31.6,86.371,0,199.72,478820000,82,606,1.06703,2.76656,+,10.7705,24.0068,23.8077,25.0582,24.8825,24.9821,24.9821
1288,7,7,43.8,16.46,0,66.003,160580000,19,134,1.0625,0.734329,,1.71763,22.972,22.2744,24.404,22.9021,23.751,23.751
1153,21,15,43.2,67.819,0,116.57,465690000,83,157,1.04857,0.687165,,1.61126,24.3842,23.7942,25.8772,24.2531,25.2831,25.2831
1127,20,20,58.6,47.079,0,184.02,830520000,104,1029,1.03509,0.918517,,2.15062,25.0686,24.3741,26.3512,25.2828,25.6353,25.6353
967,7,7,35.5,35.716,0,21.349,69750000,19,276,1.03369,0.947707,,2.22235,22.0821,21.2396,23.2234,22.4778,22.3825,22.3825
789,5,5,26.1,34.577,0,50.546,184250000,33,835,1.02929,0.849114,,1.98374,22.1662,23.5201,23.9981,23.6894,23.9298,23.9298
1661,3,3,7.1,42.153,0,62.081,50016000,19,497,1.02798,2.04189,+,6.04479,21.272,20.8703,22.0408,22.0326,22.2241,22.2241
152,7,2,29.9,40.921,0,14.118,77369000,17,48,1.02708,0.567828,,1.34767,22.1895,20.268,22.2809,21.8941,22.5925,22.5925
1208,11,10,56.1,21.892,0,29.087,1080300000,62,212,1.02638,0.862445,,2.01541,25.5483,25.3208,27.0233,25.7142,26.6453,26.6453
1205,9,6,40.2,27.85,0,106.63,247620000,31,881,1.02047,1.00105,,2.35602,23.4756,23.0443,24.7371,23.685,24.4192,24.4192
1355,21,21,27.5,119.77,0,220.63,434790000,85,571,1.02013,1.64073,+,4.31901,24.1143,23.8907,25.3473,24.9544,24.7662,24.7662
1541,4,4,10.1,57.398,0,50.352,67122000,15,928,1.01693,0.840892,,1.96429,21.6078,21.39,23.1216,21.771,22.655,22.655
508,4,4,12.4,41.438,0,8.5285,30150000,7,971,1.01645,0.520991,,1.24568,20.9856,19.9899,22.5916,20.7078,21.2132,21.2132
712,10,10,36.4,28.329,0,37.068,1169800000,97,111,1.01386,1.59965,+,4.16776,24.8699,25.4842,26.078,26.2984,26.1964,26.1964
1399,4,4,13.2,44.76,0,6.6879,70667000,9,1004,1.01184,0.752917,,1.75999,21.496,21.889,23.3237,21.8764,22.913,22.913
992,25,5,65.5,47.766,0,226.88,3252400000,64,525,1.0062,0.732018,,1.71239,27.4665,26.3203,28.3837,27.3151,28.0001,28.0001
1537,10,10,70.1,20.777,0,41.897,573120000,64,269,1.00578,0.545402,,1.29877,24.5714,24.0616,26.3261,24.3117,25.329,25.329
276,8,7,22.3,51.712,0,38.221,411140000,52,194,1.00338,0.776248,,1.81353,23.6278,23.8378,25.2182,23.8904,25.0998,25.0998
84,6,6,36.1,30.315,0,33.544,200940000,19,569,1.00091,0.735911,,1.72123,23.0731,22.722,24.4534,23.032,24.2099,24.2099
1016,8,7,59.5,18.311,0,27.214,1562900000,70,360,0.999741,0.653981,,1.53726,26.1694,25.6072,27.6554,26.0138,26.9949,26.9949
1180,16,16,72.3,25.035,0,125.41,1255700000,104,257,0.996375,0.693089,,1.62454,25.4827,25.1997,27.1142,25.4968,26.4019,26.4019
1259,3,3,12.6,30.895,0,18.475,77796000,8,990,0.98957,0.76665,,1.79145,20.9091,21.927,22.8511,21.8081,22.5637,22.5637
126,7,7,67.4,15.395,0,43.006,426990000,70,626,0.985012,0.66683,,1.56583,24.5963,23.5267,25.6538,24.356,25.1297,25.1297
1166,12,12,23.6,67.567,0,39.255,1001900000,93,1004,0.981806,1.52172,+,3.89205,25.2912,25.0664,26.443,25.8142,26.2246,26.2246
1077,7,7,29.5,36.573,0,18.682,95511000,19,579,0.979975,0.684326,,1.6049,21.8837,21.7287,23.6787,22.0799,22.6,22.6
1017,3,3,21.7,17.687,0,64.072,68165000,15,606,0.97906,1.01575,,2.39348,21.939,21.0659,22.7858,22.1264,22.5323,22.5323
1152,11,11,64.8,29.483,0,118.72,437090000,59,597,0.979033,1.40408,+,3.50148,24.1069,23.9726,25.4449,24.813,24.7984,24.7984
1126,13,13,19,107.77,0,27.232,262250000,41,431,0.978042,0.855646,,1.99924,23.2648,23.1662,24.9372,23.7052,23.9382,23.9382
930,4,4,27.3,19.206,0,24.002,67936000,11,69,0.977382,0.463205,,1.1203,21.5826,21.1701,23.324,21.0803,22.6569,22.6569
1959,7,7,23.6,31.791,0,22.327,280700000,39,5,0.965046,1.1717,,2.80907,23.7668,22.9041,24.3987,24.113,24.3898,24.3898
1226,5,5,27.1,29.221,0,7.4791,103420000,16,312,0.958167,1.36851,+,3.38906,21.8886,22.2561,23.3117,22.6645,23.1153,23.1153
1638,13,13,45.5,47.837,0,120.79,893720000,67,238,0.952604,0.913709,,2.13889,25.1013,25.2522,26.7199,25.5344,26.1339,26.1339
979,17,17,44.4,46.836,0,118.5,705100000,60,428,0.950486,0.893599,,2.09012,25.0096,24.5469,26.3385,25.2241,25.6237,25.6237
1960,4,4,11.4,60.593,0,5.7085,26381000,5,727,0.946926,0.437349,,1.06419,20.8575,19.8167,22.5118,20.516,20.8242,20.8242
1485,4,4,32.3,25.569,0,29.004,89166000,18,17,0.937886,0.684756,,1.60586,22.1574,21.5905,23.5829,22.1301,22.7225,22.7225
1309,13,13,37.6,49.541,0,66.481,650160000,66,176,0.937296,1.03586,,2.44516,24.8293,24.4651,26.0718,25.1101,25.5716,25.5716
1409,7,7,37.3,21.768,0,24.762,125070000,15,672,0.933952,0.805656,,1.88166,22.3732,21.8603,23.6737,22.4449,23.0334,23.0334
1096,8,8,12.5,114.76,0,65.115,134290000,21,404,0.930628,1.45832,+,3.67789,22.0763,22.2532,23.3927,22.7439,23.1495,23.1495
1190,14,14,35.3,65.308,0,71.878,659380000,68,777,0.921054,0.711623,,1.66623,24.5287,24.5269,26.0643,24.6254,25.6569,25.6569
140,3,3,14.5,26.673,0,6.7379,63652000,15,247,0.920315,1.25205,,3.0377,21.2142,21.8018,22.6561,22.1145,22.5144,22.5144
461,4,4,60.7,9.9601,0,55.54,100200000,17,850,0.920045,1.1999,,2.8881,21.5118,22.2396,22.8701,22.5438,22.9732,22.9732
1333,7,7,41.4,27.035,0,47.016,145190000,29,499,0.915696,1.57077,+,4.06393,22.5117,22.295,23.5799,23.0195,23.3577,23.3577
1579,4,3,12.5,38.418,0,12.311,85150000,16,204,0.908846,0.907244,,2.12317,21.0594,22.1592,22.6792,22.3481,22.5272,22.5272
1554,5,5,17.8,40.763,0,6.7039,59656000,12,493,0.90754,0.535181,,1.27652,22.0645,20.8365,23.1998,21.9013,21.9729,21.9729
1070,7,7,19,58.957,0,50.074,65718000,15,255,0.904372,0.643479,,1.51396,22.359,21.0889,22.4907,22.2229,23.1712,23.1712
1312,8,8,21.3,61.312,0,20.43,159980000,35,408,0.903456,0.788511,,1.84185,22.8773,22.1312,24.0283,23.0261,23.1687,23.1687
118,13,13,70,29.404,0,182.74,3718900000,142,854,0.901307,0.871486,,2.03699,27.2355,27.1132,28.5791,27.4257,28.2221,28.2221
1512,2,2,31.8,17.17,0,6.8197,254850000,29,665,0.900948,1.46135,+,3.68793,23.4616,23.4844,24.0333,24.6866,24.402,24.402
1417,10,7,58.7,28.302,0,151.51,594920000,43,518,0.894874,0.961291,,2.25607,24.7914,24.1469,25.8157,24.976,25.3003,25.3003
1885,6,6,25.2,41.92,0,16.953,96024000,22,969,0.891108,1.099,,2.61101,21.2378,21.5408,22.7274,21.865,22.2489,22.2489
1087,8,8,18.4,68.6,0,13.493,195490000,22,608,0.886629,0.53304,,1.27187,23.1007,22.482,24.5359,22.7726,23.7254,23.7254
1314,6,6,35.8,22.836,0,24.465,230770000,33,399,0.881111,0.813031,,1.89886,23.5427,22.9622,24.6956,23.5948,24.1104,24.1104
1287,7,5,39.5,32.949,0,13.624,104730000,17,614,0.880351,0.69959,,1.63914,21.5358,22.8178,23.4251,22.9558,22.7905,22.7905
1811,5,5,33.5,29.909,0,68.725,118920000,30,545,0.879504,0.403762,,0.991159,20.7613,23.1319,22.7398,22.7867,22.9519,22.9519
1607,4,4,38.4,18.648,0,184.91,158560000,19,667,0.877235,0.36223,,0.900374,21.7067,24.2058,23.5431,24.2684,23.6889,23.6889
502,4,4,40.4,15.016,0,123.17,599690000,34,229,0.870122,1.14443,,2.73383,24.8733,24.6766,26.065,25.2341,25.6362,25.6362
